 TIME                    	Temperature_ext_C        	Sky_Temperature          	Relative_Humidity        	Wind_velocity            	Solar_zenith_angle       	Solar_Azimut_angle       	Total_titled_surf_radiati	Beam_radiation           	Angle_of_incid_4_surf    	Ground_reflectance       	
  +5.1890000000000000E+03	  +1.7045000000000002E+01	  +5.4877001776990255E+00	  +9.8721203199281446E-03	  +4.1150000000000002E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.1900000000000000E+03	  +1.6750000000000000E+01	  +5.0574342895526456E+00	  +9.9911482556958725E-03	  +3.8250000000000002E+00	  +8.9349289108131728E+01	  -1.1342199255617338E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1342039189613656E+02	  +2.0000000000000001E-01	
  +5.1910000000000000E+03	  +1.7100000000000001E+01	  +5.3065561182576175E+00	  +1.0215874156686271E-02	  +3.5949999999999998E+00	  +8.3587739727529851E+01	  -1.0769275734734536E+02	  +6.0643520707054542E+01	  +0.0000000000000000E+00	  +1.0757845081204317E+02	  +2.0000000000000001E-01	
  +5.1920000000000000E+03	  +1.7855000000000000E+01	  +7.1266154599520064E+00	  +1.0191821968093356E-02	  +3.5049999999999999E+00	  +7.3040079283647870E+01	  -9.7848914377653941E+01	  +1.8493268871513754E+02	  +0.0000000000000000E+00	  +9.7505545876956774E+01	  +2.0000000000000001E-01	
  +5.1930000000000000E+03	  +1.9085000000000001E+01	  +7.2220048993137880E+00	  +9.8096527504199747E-03	  +3.5200000000000000E+00	  +6.2241829241650379E+01	  -8.7093020352880600E+01	  +3.7070670395450691E+02	  +6.1878375824945984E+01	  +8.7427791584304018E+01	  +2.0000000000000001E-01	
  +5.1940000000000000E+03	  +2.0715000000000000E+01	  +6.0409116034247745E+00	  +9.2165606607732594E-03	  +3.7800000000000002E+00	  +5.1542402562818879E+01	  -7.5994081886111829E+01	  +8.1684775109612633E+02	  +3.6228629933285413E+02	  +7.9075230769585446E+01	  +2.0000000000000001E-01	
  +5.1950000000000000E+03	  +2.2620000000000001E+01	  +7.2425687255228581E+00	  +8.6081830595367594E-03	  +3.8399999999999999E+00	  +4.1440625636419043E+01	  -6.1934268668331669E+01	  +1.2963570829932005E+03	  +6.7820075110392895E+02	  +7.1857166292750946E+01	  +2.0000000000000001E-01	
  +5.1960000000000000E+03	  +2.4320000000000000E+01	  +7.3647705462313411E+00	  +7.9899058312615876E-03	  +3.8499999999999996E+00	  +3.2843213885093391E+01	  -4.2793486505488723E+01	  +1.6203175511453201E+03	  +1.0086264049909184E+03	  +6.6548388522120106E+01	  +2.0000000000000001E-01	
  +5.1970000000000000E+03	  +2.5295000000000002E+01	  +7.4499888838074071E+00	  +7.1355022964959564E-03	  +4.1699999999999999E+00	  +2.7462328751331086E+01	  -1.6083909814234882E+01	  +1.6583802751658527E+03	  +8.7896076820265102E+02	  +6.3697269195805212E+01	  +2.0000000000000001E-01	
  +5.1980000000000000E+03	  +2.6119999999999997E+01	  +7.6355425349703410E+00	  +6.4185501191337058E-03	  +4.3949999999999996E+00	  +2.7389754207915555E+01	  +1.5329938680321998E+01	  +1.9655762500541614E+03	  +1.2602073206857185E+03	  +6.3661564149924324E+01	  +2.0000000000000001E-01	
  +5.1990000000000000E+03	  +2.6989999999999998E+01	  +6.1877716689998579E+00	  +5.9657917475191219E-03	  +4.5049999999999999E+00	  +3.2662060850979415E+01	  +4.2229722376170436E+01	  +1.7623552764545102E+03	  +1.0962143363791961E+03	  +6.6446104698856757E+01	  +2.0000000000000001E-01	
  +5.2000000000000000E+03	  +2.7549999999999997E+01	  +5.4517331415822241E+00	  +5.6992353099532623E-03	  +4.5649999999999995E+00	  +4.1204511833264810E+01	  +6.1533579983201143E+01	  +1.4559819708496850E+03	  +9.1445972561693065E+02	  +7.1700246644850964E+01	  +2.0000000000000001E-01	
  +5.2010000000000000E+03	  +2.7780000000000001E+01	  +5.6026346964552545E+00	  +5.5409794157642300E-03	  +4.5150000000000006E+00	  +5.1282467382887184E+01	  +7.5686664541908499E+01	  +9.7661621243579486E+02	  +5.2359212714666592E+02	  +7.8878262817855813E+01	  +2.0000000000000001E-01	
  +5.2020000000000000E+03	  +2.7619999999999997E+01	  +5.4870940753852437E+00	  +5.3727434217894204E-03	  +4.3149999999999995E+00	  +6.1974121919517984E+01	  +8.6863168872887258E+01	  +4.4666995980736613E+02	  +1.2537757597391035E+02	  +8.7231313596190262E+01	  +2.0000000000000001E-01	
  +5.2030000000000000E+03	  +2.7000000000000000E+01	  +5.0706977923732097E+00	  +5.2933939079412825E-03	  +3.8750000000000000E+00	  +7.2774434186490950E+01	  +9.7607261784046685E+01	  +2.0094709312759733E+02	  +0.0000000000000000E+00	  +9.7264163995286580E+01	  +2.0000000000000001E-01	
  +5.2040000000000000E+03	  +2.5289999999999999E+01	  +3.8146492387656963E+00	  +5.2931363035460619E-03	  +2.9249999999999998E+00	  +8.3332164969434146E+01	  +1.0744580249153367E+02	  +8.2061948087820127E+01	  +0.0000000000000000E+00	  +1.0732405216991815E+02	  +2.0000000000000001E-01	
  +5.2050000000000000E+03	  +2.2585000000000001E+01	  +1.8968380063571999E+00	  +5.5374568169717650E-03	  +2.2199999999999998E+00	  +8.9225667437069689E+01	  +1.1329454085717309E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1329228806638378E+02	  +2.0000000000000001E-01	
  +5.2060000000000000E+03	  +2.0410000000000000E+01	  +4.6158747728827620E-01	  +5.7557048388417959E-03	  +2.1100000000000003E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.2070000000000000E+03	  +1.8890000000000001E+01	  -6.3658521876328678E-01	  +5.8572434814069818E-03	  +1.7800000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.2080000000000000E+03	  +1.7510000000000002E+01	  -1.7432051382635336E+00	  +5.9404587783462009E-03	  +1.6250000000000000E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.2090000000000000E+03	  +1.6430000000000000E+01	  -2.6976283565217045E+00	  +6.0212037448730124E-03	  +1.7250000000000001E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.2100000000000000E+03	  +1.5629999999999999E+01	  -3.4756803205994515E+00	  +6.1162348044893899E-03	  +1.6400000000000001E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.2110000000000000E+03	  +1.5135000000000000E+01	  -3.9557904112679694E+00	  +6.2543920371361181E-03	  +1.4550000000000001E+00	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.2120000000000000E+03	  +1.4805000000000000E+01	  -4.4213511528291747E+00	  +6.2833299674290907E-03	  +9.1000000000000003E-01	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.2130000000000000E+03	  +1.4565000000000001E+01	  -4.8597896821378868E+00	  +6.2923036529225372E-03	  +4.7999999999999998E-01	  +9.0000000000000000E+01	  -9.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000000E+01	  +2.0000000000000001E-01	
  +5.2140000000000000E+03	  +1.4449999999999999E+01	  -5.0852564602780035E+00	  +6.4569727783433386E-03	  +6.2000000000000000E-01	  +8.9437931840033684E+01	  -1.1312563618408453E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1312445881122652E+02	  +2.0000000000000001E-01	
  +5.2150000000000000E+03	  +1.5210000000000001E+01	  -4.2666712996482943E+00	  +6.7845151392468541E-03	  +8.5499999999999998E-01	  +8.3758901901223510E+01	  -1.0748198262185089E+02	  +8.1230002924197535E+01	  +0.0000000000000000E+00	  +1.0737506274221322E+02	  +2.0000000000000001E-01	
  +5.2160000000000000E+03	  +1.7739999999999998E+01	  -1.7903222477287386E+00	  +7.1376197744016873E-03	  +6.7499999999999993E-01	  +7.3202265274575268E+01	  -9.7623300449717021E+01	  +1.9919887998707958E+02	  +0.0000000000000000E+00	  +9.7296211312267602E+01	  +2.0000000000000001E-01	
  +5.2170000000000000E+03	  +2.0930000000000000E+01	  +6.9888873869888357E-01	  +6.9788996647497450E-03	  +5.2500000000000002E-01	  +6.2401980148011504E+01	  -8.6893224552913509E+01	  +4.4520869944930490E+02	  +1.2380302676218530E+02	  +8.7247004551844171E+01	  +2.0000000000000001E-01	
  +5.2180000000000000E+03	  +2.3480000000000000E+01	  +2.3106131887050765E+00	  +6.4985464603544612E-03	  +9.4999999999999996E-01	  +5.1709383581519383E+01	  -7.5729529853196553E+01	  +9.9404354033107188E+02	  +5.5510999111679962E+02	  +7.8844521486426018E+01	  +2.0000000000000001E-01	
  +5.2190000000000000E+03	  +2.5685000000000002E+01	  +3.9518428712739251E+00	  +6.2651281740479453E-03	  +1.2749999999999999E+00	  +4.1626422830936448E+01	  -6.1643165787144511E+01	  +1.4829497406015437E+03	  +9.6543935712958432E+02	  +7.1608814397294083E+01	  +2.0000000000000001E-01	
  +5.2200000000000000E+03	  +2.7505000000000003E+01	  +5.3438121848897708E+00	  +6.1625172915866907E-03	  +1.3500000000000001E+00	  +3.3062366220968315E+01	  -4.2508642886852257E+01	  +1.8433780364627664E+03	  +1.2740657842340097E+03	  +6.6286267425611669E+01	  +2.0000000000000001E-01	
  +5.2210000000000000E+03	  +2.8800000000000001E+01	  +6.1147817366272648E+00	  +5.8926097477255543E-03	  +1.4099999999999999E+00	  +2.7719735365270434E+01	  -1.5918476090851222E+01	  +2.0353471379050313E+03	  +1.4428430033476930E+03	  +6.3428775750945817E+01	  +2.0000000000000001E-01	
  +5.2220000000000000E+03	  +2.9875000000000000E+01	  +6.8885468554060481E+00	  +5.6025148900927706E-03	  +1.3450000000000000E+00	  +2.7656425586744106E+01	  +1.5260507255508861E+01	  +2.0409351984798511E+03	  +1.4476528190739464E+03	  +6.3397279699133442E+01	  +2.0000000000000001E-01	
